시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
전북,익산시,차대사람,보도통행중,8,0,10,2,8,0
전북,익산시,차대사람,기타,45,2,43,10,30,3
전북,익산시,차대차,정면충돌,192,3,277,52,223,2
전북,익산시,차대차,측면충돌,572,8,905,142,755,8
전북,익산시,차대차,추돌,220,4,397,34,361,2
전북,익산시,차대차,기타,58,1,83,15,67,1
전북,익산시,차량단독,전도전복,11,4,10,3,7,0
전북,익산시,차량단독,공작물충돌,11,1,19,4,15,0
전북,익산시,차량단독,도로이탈,1,0,1,1,0,0
전북,익산시,차량단독,기타,3,0,4,1,3,0
전남,목포시,차대사람,횡단중,266,8,275,117,152,6
전남,목포시,차대사람,길가장자리구역통행중,7,1,6,1,4,1
전남,목포시,차대사람,보도통행중,1,0,1,0,1,0
전남,목포시,차대사람,기타,24,0,25,6,19,0
전남,목포시,차대차,정면충돌,76,2,133,26,104,3
전남,목포시,차대차,측면충돌,608,3,1088,107,959,22
전남,목포시,차대차,추돌,240,0,466,36,423,7
전남,목포시,차대차,기타,83,2,111,17,93,1
전남,목포시,차량단독,전도전복,10,1,10,9,1,0
전남,목포시,차량단독,공작물충돌,1,0,1,1,0,0
전남,목포시,차량단독,도로이탈,1,0,2,2,0,0
전남,목포시,차량단독,기타,8,0,8,2,5,1
전남,여수시,차대사람,횡단중,249,13,259,115,140,4
전남,여수시,차대사람,차도통행중,4,0,4,1,3,0
전남,여수시,차대사람,길가장자리구역통행중,19,1,19,6,13,0
전남,여수시,차대사람,보도통행중,3,0,3,1,2,0
전남,여수시,차대사람,기타,27,1,28,7,21,0
전남,여수시,차대차,정면충돌,185,2,331,51,277,3
전남,여수시,차대차,측면충돌,424,6,692,116,565,11
전남,여수시,차대차,추돌,239,1,477,45,423,9
전남,여수시,차대차,기타,42,1,63,10,53,0
전남,여수시,차량단독,전도전복,42,2,58,21,34,3
전남,여수시,차량단독,공작물충돌,19,0,21,8,11,2
전남,여수시,차량단독,도로이탈,1,0,1,1,0,0
전남,여수시,차량단독,도로이탈,4,0,4,1,2,1
전남,여수시,차량단독,기타,13,3,10,2,8,0
전남,순천시,차대사람,횡단중,199,12,196,85,108,3
전남,순천시,차대사람,차도통행중,32,2,32,17,14,1
전남,순천시,차대사람,길가장자리구역통행중,15,1,14,3,10,1
전남,순천시,차대사람,보도통행중,9,0,9,3,6,0
전남,순천시,차대사람,기타,41,2,41,22,15,4
전남,순천시,차대차,정면충돌,81,0,132,33,97,2
전남,순천시,차대차,측면충돌,542,4,898,166,707,25
전남,순천시,차대차,추돌,207,2,388,58,321,9
전남,순천시,차대차,기타,143,4,228,57,160,11
전남,순천시,차량단독,전도전복,40,2,52,20,26,6
전남,순천시,차량단독,공작물충돌,23,1,31,15,13,3
전남,순천시,차량단독,도로이탈,4,2,3,1,0,2
전남,순천시,차량단독,도로이탈,1,0,2,1,1,0
전남,순천시,차량단독,기타,20,1,19,8,8,3
전남,순천시,철길건널목,기타,1,0,1,0,1,0
전남,나주시,차대사람,횡단중,51,1,52,25,26,1
전남,나주시,차대사람,차도통행중,9,2,7,2,5,0
전남,나주시,차대사람,길가장자리구역통행중,1,0,1,0,1,0
전남,나주시,차대사람,보도통행중,2,0,2,2,0,0
전남,나주시,차대사람,기타,19,0,20,9,11,0
전남,나주시,차대차,정면충돌,60,4,108,18,86,4
전남,나주시,차대차,측면충돌,245,3,510,72,410,28
전남,나주시,차대차,추돌,116,1,262,27,225,10
전남,나주시,차대차,기타,79,0,128,21,102,5
전남,나주시,차량단독,전도전복,30,3,31,14,13,4
전남,나주시,차량단독,공작물충돌,21,2,23,11,6,6
전남,나주시,차량단독,도로이탈,2,1,2,0,1,1
전남,나주시,차량단독,기타,10,0,11,2,8,1
전남,광양시,차대사람,횡단중,72,4,73,38,32,3
전남,광양시,차대사람,차도통행중,9,0,9,4,5,0
전남,광양시,차대사람,길가장자리구역통행중,5,0,5,3,2,0
전남,광양시,차대사람,보도통행중,2,0,2,0,2,0
전남,광양시,차대사람,기타,23,0,23,6,16,1
전남,광양시,차대차,정면충돌,18,2,38,19,18,1
전남,광양시,차대차,측면충돌,356,4,638,107,508,23
전남,광양시,차대차,추돌,135,2,242,38,200,4
전남,광양시,차대차,기타,71,0,125,15,107,3
전남,광양시,차량단독,전도전복,22,4,26,11,13,2
전남,광양시,차량단독,공작물충돌,36,0,49,13,28,8
전남,광양시,차량단독,도로이탈,1,0,1,0,1,0
전남,광양시,차량단독,도로이탈,5,0,16,5,10,1
전남,광양시,차량단독,기타,7,0,8,2,6,0
전남,담양군,차대사람,횡단중,19,4,15,11,4,0
전남,담양군,차대사람,차도통행중,1,0,1,0,1,0
전남,담양군,차대사람,길가장자리구역통행중,5,0,5,0,5,0
전남,담양군,차대사람,기타,5,1,4,1,3,0
전남,담양군,차대차,정면충돌,21,1,48,14,34,0
전남,담양군,차대차,측면충돌,122,4,253,59,188,6
전남,담양군,차대차,추돌,37,0,80,14,65,1
전남,담양군,차대차,기타,25,1,43,8,33,2
전남,담양군,차량단독,전도전복,17,4,17,11,4,2
전남,담양군,차량단독,공작물충돌,12,1,17,7,10,0
전남,담양군,차량단독,도로이탈,1,0,1,1,0,0
전남,담양군,차량단독,기타,4,0,4,4,0,0
전남,곡성군,차대사람,횡단중,9,0,9,6,3,0
전남,곡성군,차대사람,차도통행중,3,0,3,0,3,0
전남,곡성군,차대사람,길가장자리구역통행중,5,0,5,4,1,0
전남,곡성군,차대사람,기타,1,0,1,0,1,0
전남,곡성군,차대차,정면충돌,26,1,57,24,33,0
전남,곡성군,차대차,측면충돌,44,0,74,16,58,0
전남,곡성군,차대차,추돌,18,1,103,20,81,2
전남,곡성군,차대차,기타,6,0,12,2,9,1
전남,곡성군,차량단독,전도전복,14,2,14,6,7,1
전남,곡성군,차량단독,공작물충돌,3,3,2,1,1,0
전남,곡성군,차량단독,도로이탈,1,0,2,0,1,1
전남,곡성군,차량단독,기타,1,0,1,1,0,0
전남,곡성군,철길건널목,기타,1,0,1,0,1,0
전남,구례군,차대사람,횡단중,9,0,9,5,4,0
전남,구례군,차대사람,차도통행중,3,0,3,3,0,0
전남,구례군,차대사람,길가장자리구역통행중,2,0,2,0,2,0
전남,구례군,차대사람,보도통행중,1,0,1,0,1,0
전남,구례군,차대사람,기타,5,0,5,1,4,0
전남,구례군,차대차,정면충돌,11,1,22,5,16,1
전남,구례군,차대차,측면충돌,65,1,117,24,93,0
전남,구례군,차대차,추돌,16,0,37,5,31,1
전남,구례군,차대차,기타,10,0,19,5,14,0
전남,구례군,차량단독,전도전복,16,2,18,13,5,0
전남,구례군,차량단독,공작물충돌,2,2,1,0,1,0
전남,구례군,차량단독,도로이탈,1,0,1,0,1,0
전남,구례군,차량단독,도로이탈,2,0,2,1,1,0
전남,구례군,차량단독,기타,1,0,1,0,0,1
전남,고흥군,차대사람,횡단중,29,5,26,16,9,1
전남,고흥군,차대사람,차도통행중,3,0,3,2,1,0
전남,고흥군,차대사람,길가장자리구역통행중,5,0,6,4,2,0
전남,고흥군,차대사람,보도통행중,1,0,1,0,1,0
전남,고흥군,차대사람,기타,17,3,15,9,6,0
전남,고흥군,차대차,정면충돌,12,1,15,9,6,0
전남,고흥군,차대차,측면충돌,92,3,151,53,94,4
전남,고흥군,차대차,추돌,34,2,69,21,47,1
전남,고흥군,차대차,기타,38,0,41,16,23,2
전남,고흥군,차량단독,전도전복,31,3,36,25,10,1
전남,고흥군,차량단독,공작물충돌,14,1,18,7,9,2
전남,고흥군,차량단독,기타,1,0,1,1,0,0
전남,보성군,차대사람,횡단중,12,1,11,4,7,0
전남,보성군,차대사람,차도통행중,4,2,2,1,0,1
전남,보성군,차대사람,길가장자리구역통행중,6,0,6,4,2,0
전남,보성군,차대사람,보도통행중,2,0,2,0,2,0
전남,보성군,차대사람,기타,11,1,10,5,5,0
전남,보성군,차대차,정면충돌,22,1,51,19,29,3
전남,보성군,차대차,측면충돌,93,2,180,41,128,11
전남,보성군,차대차,추돌,34,2,62,15,47,0
전남,보성군,차대차,기타,10,0,12,6,5,1
전남,보성군,차량단독,전도전복,20,1,29,12,12,5
전남,보성군,차량단독,공작물충돌,7,2,8,3,2,3
전남,보성군,차량단독,도로이탈,1,0,2,2,0,0
전남,보성군,차량단독,도로이탈,2,1,2,0,2,0
전남,보성군,차량단독,기타,4,1,4,3,1,0
전남,보성군,철길건널목,기타,1,0,2,2,0,0
전남,화순군,차대사람,횡단중,25,2,25,9,16,0
전남,화순군,차대사람,차도통행중,4,0,4,2,2,0
전남,화순군,차대사람,길가장자리구역통행중,10,0,10,5,3,2
전남,화순군,차대사람,보도통행중,2,0,3,2,1,0
전남,화순군,차대사람,기타,18,1,17,9,7,1
전남,화순군,차대차,정면충돌,22,0,33,12,17,4
전남,화순군,차대차,측면충돌,95,3,182,34,137,11
전남,화순군,차대차,추돌,37,0,85,11,72,2
전남,화순군,차대차,기타,34,0,50,8,38,4
전남,화순군,차량단독,전도전복,14,1,22,15,7,0
전남,화순군,차량단독,공작물충돌,11,1,20,6,14,0
전남,화순군,차량단독,도로이탈,1,0,1,1,0,0
전남,화순군,차량단독,기타,5,1,4,1,3,0
전남,장흥군,차대사람,횡단중,22,1,22,14,8,0
전남,장흥군,차대사람,차도통행중,2,0,2,2,0,0
전남,장흥군,차대사람,길가장자리구역통행중,11,0,12,5,7,0
전남,장흥군,차대사람,기타,9,0,11,4,7,0
전남,장흥군,차대차,정면충돌,16,2,28,10,14,4
전남,장흥군,차대차,측면충돌,90,2,153,46,103,4
전남,장흥군,차대차,추돌,39,2,70,12,58,0
전남,장흥군,차대차,기타,8,0,9,4,5,0
전남,장흥군,차량단독,전도전복,33,3,41,10,30,1
전남,장흥군,차량단독,공작물충돌,6,1,10,6,3,1
전남,장흥군,차량단독,도로이탈,1,0,1,1,0,0
전남,장흥군,차량단독,도로이탈,3,0,4,2,1,1
전남,장흥군,차량단독,기타,1,1,0,0,0,0
전남,강진군,차대사람,횡단중,18,2,17,8,8,1
전남,강진군,차대사람,길가장자리구역통행중,4,0,4,0,4,0
전남,강진군,차대사람,기타,8,0,8,3,5,0
전남,강진군,차대차,정면충돌,13,0,35,12,23,0
전남,강진군,차대차,측면충돌,110,4,191,52,129,10
전남,강진군,차대차,추돌,38,0,77,11,66,0
전남,강진군,차대차,기타,38,1,56,14,37,5
전남,강진군,차량단독,전도전복,30,1,36,10,25,1
전남,강진군,차량단독,공작물충돌,7,0,8,3,4,1
전남,강진군,차량단독,도로이탈,1,0,2,2,0,0
전남,강진군,차량단독,도로이탈,2,0,3,3,0,0
전남,강진군,차량단독,기타,9,1,13,11,2,0
전남,해남군,차대사람,횡단중,34,5,31,12,18,1
전남,해남군,차대사람,차도통행중,4,1,3,2,1,0
전남,해남군,차대사람,길가장자리구역통행중,5,1,4,2,2,0
전남,해남군,차대사람,기타,6,0,7,5,2,0
전남,해남군,차대차,정면충돌,141,6,280,55,212,13
전남,해남군,차대차,측면충돌,69,2,127,19,103,5
전남,해남군,차대차,추돌,46,2,87,18,66,3
전남,해남군,차대차,기타,31,1,52,8,44,0
전남,해남군,차량단독,전도전복,40,3,48,15,31,2
전남,해남군,차량단독,공작물충돌,15,3,20,10,10,0
전남,해남군,차량단독,도로이탈,4,0,12,2,10,0
전남,해남군,차량단독,도로이탈,2,0,3,1,1,1
전남,해남군,차량단독,기타,3,0,4,2,2,0
전남,영암군,차대사람,횡단중,22,4,18,10,7,1
전남,영암군,차대사람,차도통행중,2,0,3,1,2,0
전남,영암군,차대사람,길가장자리구역통행중,4,0,5,3,2,0
전남,영암군,차대사람,보도통행중,1,0,1,1,0,0
전남,영암군,차대사람,기타,11,1,12,3,9,0
전남,영암군,차대차,정면충돌,37,2,83,27,53,3
전남,영암군,차대차,측면충돌,184,7,343,82,252,9
전남,영암군,차대차,추돌,110,4,246,31,201,14
전남,영암군,차대차,기타,24,0,31,8,23,0
전남,영암군,차량단독,전도전복,44,2,57,26,27,4
전남,영암군,차량단독,공작물충돌,16,4,19,8,10,1
전남,영암군,차량단독,도로이탈,2,1,2,1,1,0
전남,영암군,차량단독,도로이탈,1,0,1,1,0,0
전남,영암군,차량단독,기타,3,0,3,0,2,1
전남,무안군,차대사람,횡단중,33,0,35,18,17,0
전남,무안군,차대사람,차도통행중,2,0,2,1,1,0
전남,무안군,차대사람,길가장자리구역통행중,10,2,12,5,7,0
전남,무안군,차대사람,보도통행중,4,0,4,1,3,0
전남,무안군,차대사람,기타,17,1,18,7,11,0
전남,무안군,차대차,정면충돌,56,3,107,32,71,4
전남,무안군,차대차,측면충돌,142,1,320,66,243,11
전남,무안군,차대차,추돌,61,3,127,29,94,4
전남,무안군,차대차,기타,26,3,42,8,33,1
전남,무안군,차량단독,전도전복,36,2,41,14,20,7
전남,무안군,차량단독,공작물충돌,9,1,10,4,6,0
전남,무안군,차량단독,도로이탈,1,1,0,0,0,0
전남,무안군,차량단독,도로이탈,1,0,1,1,0,0
전남,무안군,차량단독,기타,1,0,2,1,1,0
전남,함평군,차대사람,횡단중,8,2,6,4,2,0
전남,함평군,차대사람,차도통행중,3,1,2,1,1,0
전남,함평군,차대사람,길가장자리구역통행중,8,1,7,4,3,0
전남,함평군,차대사람,기타,7,0,12,5,7,0
전남,함평군,차대차,정면충돌,17,1,37,4,31,2
전남,함평군,차대차,측면충돌,60,3,121,24,84,13
전남,함평군,차대차,추돌,32,3,95,8,85,2
전남,함평군,차대차,기타,5,0,6,1,5,0
전남,함평군,차량단독,전도전복,18,1,26,14,4,8
전남,함평군,차량단독,공작물충돌,5,1,10,4,3,3
전남,함평군,차량단독,도로이탈,2,0,2,0,1,1
전남,함평군,차량단독,기타,2,0,2,0,2,0
전남,영광군,차대사람,횡단중,24,1,24,14,10,0
전남,영광군,차대사람,차도통행중,3,1,2,2,0,0
전남,영광군,차대사람,길가장자리구역통행중,8,0,8,4,4,0
전남,영광군,차대사람,보도통행중,1,0,1,0,1,0
전남,영광군,차대사람,기타,11,1,11,3,8,0
전남,영광군,차대차,정면충돌,29,2,76,15,57,4
전남,영광군,차대차,측면충돌,107,2,208,46,154,8
전남,영광군,차대차,추돌,44,1,82,16,62,4
전남,영광군,차대차,기타,5,0,5,2,2,1
전남,영광군,차량단독,전도전복,18,4,18,12,5,1
전남,영광군,차량단독,공작물충돌,5,0,8,0,5,3
전남,영광군,차량단독,주/정차차량 충돌,2,0,3,1,2,0
전남,장성군,차대사람,횡단중,13,1,12,3,9,0
전남,장성군,차대사람,길가장자리구역통행중,2,0,2,1,0,1
전남,장성군,차대사람,기타,1,0,1,0,1,0
전남,장성군,차대차,정면충돌,13,0,21,2,18,1
전남,장성군,차대차,측면충돌,114,7,202,37,157,8
전남,장성군,차대차,추돌,29,2,56,9,46,1
전남,장성군,차대차,기타,28,0,34,4,28,2
전남,장성군,차량단독,전도전복,19,2,21,6,14,1
전남,장성군,차량단독,공작물충돌,4,0,6,2,4,0
전남,장성군,차량단독,기타,3,1,4,2,1,1
전남,완도군,차대사람,횡단중,21,0,21,13,8,0
전남,완도군,차대사람,차도통행중,3,0,3,3,0,0
전남,완도군,차대사람,길가장자리구역통행중,3,0,3,1,2,0
전남,완도군,차대사람,보도통행중,1,0,1,1,0,0
전남,완도군,차대사람,기타,9,1,8,5,3,0
전남,완도군,차대차,정면충돌,27,0,45,12,33,0
전남,완도군,차대차,측면충돌,50,0,98,23,71,4
전남,완도군,차대차,추돌,23,0,43,13,29,1
전남,완도군,차대차,기타,13,1,15,6,9,0
전남,완도군,차량단독,전도전복,17,8,13,9,4,0
전남,완도군,차량단독,공작물충돌,4,2,4,4,0,0
전남,완도군,차량단독,기타,2,1,2,2,0,0
전남,진도군,차대사람,횡단중,7,1,7,4,3,0
전남,진도군,차대사람,차도통행중,4,0,4,3,1,0
전남,진도군,차대사람,기타,8,0,8,3,4,1
전남,진도군,차대차,정면충돌,12,1,26,9,17,0
전남,진도군,차대차,측면충돌,24,0,31,10,20,1
전남,진도군,차대차,추돌,13,1,19,5,14,0
전남,진도군,차대차,기타,24,2,41,9,24,8
전남,진도군,차량단독,전도전복,2,0,2,1,1,0
전남,진도군,차량단독,공작물충돌,4,1,6,4,2,0
전남,진도군,차량단독,기타,3,0,3,2,1,0
전남,신안군,차대사람,횡단중,9,2,9,4,5,0
전남,신안군,차대사람,길가장자리구역통행중,2,0,2,2,0,0
전남,신안군,차대사람,기타,5,1,5,4,1,0
전남,신안군,차대차,정면충돌,11,0,20,6,13,1
전남,신안군,차대차,측면충돌,36,3,62,31,31,0
전남,신안군,차대차,추돌,15,0,22,8,14,0
전남,신안군,차대차,기타,8,1,9,5,4,0
전남,신안군,차량단독,전도전복,17,2,18,11,7,0
전남,신안군,차량단독,공작물충돌,2,0,3,2,1,0
전남,신안군,차량단독,도로이탈,1,1,1,1,0,0
전남,신안군,차량단독,도로이탈,1,0,1,1,0,0
전남,신안군,차량단독,기타,4,0,4,4,0,0
경북,포항시,차대사람,횡단중,348,19,351,192,152,7
경북,포항시,차대사람,차도통행중,33,0,33,9,23,1
경북,포항시,차대사람,길가장자리구역통행중,18,1,17,3,14,0
경북,포항시,차대사람,보도통행중,16,0,18,5,10,3
경북,포항시,차대사람,기타,88,2,89,37,45,7
경북,포항시,차대차,정면충돌,506,3,832,160,646,26
경북,포항시,차대차,측면충돌,889,5,1492,274,1139,79
경북,포항시,차대차,추돌,358,7,715,89,607,19
경북,포항시,차대차,기타,437,5,654,150,474,30
경북,포항시,차량단독,전도전복,77,7,96,35,55,6
경북,포항시,차량단독,공작물충돌,16,0,25,8,15,2
경북,포항시,차량단독,주/정차차량 충돌,3,0,3,3,0,0
경북,포항시,차량단독,도로이탈,1,0,1,0,1,0
경북,포항시,차량단독,기타,22,0,23,8,12,3
경북,경주시,차대사람,횡단중,145,14,136,70,63,3
경북,경주시,차대사람,차도통행중,21,0,21,8,11,2
경북,경주시,차대사람,길가장자리구역통행중,46,4,42,17,20,5
경북,경주시,차대사람,보도통행중,7,0,8,2,5,1
경북,경주시,차대사람,기타,67,5,71,35,31,5
경북,경주시,차대차,정면충돌,138,3,262,87,154,21
경북,경주시,차대차,측면충돌,681,6,1097,315,717,65
경북,경주시,차대차,추돌,310,7,633,144,441,48
경북,경주시,차대차,기타,161,13,273,89,174,10
경북,경주시,차량단독,전도전복,102,4,136,70,51,15
경북,경주시,차량단독,공작물충돌,13,2,24,15,9,0
경북,경주시,차량단독,도로이탈,2,0,2,1,1,0
경북,경주시,차량단독,기타,22,0,28,12,11,5
경북,김천시,차대사람,횡단중,62,4,61,34,27,0
경북,김천시,차대사람,차도통행중,14,2,13,8,5,0
경북,김천시,차대사람,길가장자리구역통행중,11,0,11,5,6,0
경북,김천시,차대사람,보도통행중,5,0,5,2,3,0
경북,김천시,차대사람,기타,35,2,35,18,17,0
경북,김천시,차대차,정면충돌,73,1,114,41,73,0
경북,김천시,차대차,측면충돌,213,4,308,91,214,3
경북,김천시,차대차,추돌,83,5,151,37,112,2
경북,김천시,차대차,기타,29,2,49,15,32,2
경북,김천시,차량단독,전도전복,37,1,47,17,25,5
경북,김천시,차량단독,공작물충돌,2,1,4,3,0,1
경북,김천시,차량단독,기타,1,1,0,0,0,0
경북,안동시,차대사람,횡단중,111,10,111,54,54,3
경북,안동시,차대사람,차도통행중,3,1,2,0,2,0
경북,안동시,차대사람,길가장자리구역통행중,32,1,33,11,18,4
경북,안동시,차대사람,보도통행중,34,0,35,20,14,1
경북,안동시,차대사람,기타,38,1,44,20,21,3
경북,안동시,차대차,정면충돌,307,3,549,143,392,14
경북,안동시,차대차,측면충돌,267,2,443,106,320,17
경북,안동시,차대차,추돌,140,4,256,50,198,8
경북,안동시,차대차,기타,46,1,74,15,49,10
경북,안동시,차량단독,전도전복,54,13,64,38,20,6
경북,안동시,차량단독,공작물충돌,19,2,24,10,14,0
경북,안동시,차량단독,기타,9,0,44,18,7,19
경북,구미시,차대사람,횡단중,241,12,244,117,114,13
경북,구미시,차대사람,차도통행중,5,0,5,2,3,0
경북,구미시,차대사람,길가장자리구역통행중,7,0,7,3,4,0
경북,구미시,차대사람,보도통행중,4,0,5,0,5,0
경북,구미시,차대사람,기타,52,1,56,21,30,5
경북,구미시,차대차,정면충돌,164,1,249,72,163,14
경북,구미시,차대차,측면충돌,743,6,1162,299,763,100
경북,구미시,차대차,추돌,343,10,670,113,523,34
경북,구미시,차대차,기타,352,4,511,130,332,49
경북,구미시,차량단독,전도전복,63,5,70,19,27,24
경북,구미시,차량단독,공작물충돌,12,0,15,6,7,2
경북,구미시,차량단독,도로이탈,1,0,1,0,1,0
경북,구미시,차량단독,기타,5,1,4,1,1,2
경북,영주시,차대사람,횡단중,95,3,99,55,41,3
경북,영주시,차대사람,차도통행중,9,0,9,4,5,0
경북,영주시,차대사람,길가장자리구역통행중,3,0,3,0,3,0
경북,영주시,차대사람,보도통행중,4,0,4,0,4,0
경북,영주시,차대사람,기타,13,2,12,3,9,0
경북,영주시,차대차,정면충돌,50,0,92,28,58,6
경북,영주시,차대차,측면충돌,301,2,462,125,321,16
경북,영주시,차대차,추돌,102,1,178,40,133,5
경북,영주시,차대차,기타,14,0,20,8,11,1
경북,영주시,차량단독,전도전복,18,3,22,12,9,1
경북,영주시,차량단독,공작물충돌,2,0,2,0,1,1
경북,영주시,차량단독,기타,3,0,3,0,3,0
경북,영천시,차대사람,횡단중,70,8,66,40,25,1
경북,영천시,차대사람,차도통행중,3,0,3,1,1,1
경북,영천시,차대사람,길가장자리구역통행중,20,1,21,8,12,1
경북,영천시,차대사람,기타,29,4,27,11,15,1
경북,영천시,차대차,정면충돌,83,2,167,56,108,3
경북,영천시,차대차,측면충돌,261,1,454,92,350,12
경북,영천시,차대차,추돌,130,2,227,42,171,14
경북,영천시,차대차,기타,25,0,35,13,22,0
경북,영천시,차량단독,전도전복,36,3,54,20,31,3
경북,영천시,차량단독,공작물충돌,9,2,12,6,5,1
경북,영천시,차량단독,주/정차차량 충돌,1,0,1,0,0,1
경북,영천시,차량단독,도로이탈,1,0,6,1,0,5
경북,영천시,차량단독,기타,3,0,22,8,13,1
경북,문경시,차대사람,횡단중,34,3,33,15,18,0
경북,문경시,차대사람,차도통행중,4,0,4,2,2,0
경북,문경시,차대사람,길가장자리구역통행중,5,0,5,2,3,0
경북,문경시,차대사람,보도통행중,2,1,1,1,0,0
경북,문경시,차대사람,기타,18,0,18,4,14,0
경북,문경시,차대차,정면충돌,46,1,79,22,54,3
경북,문경시,차대차,측면충돌,172,2,288,69,210,9
경북,문경시,차대차,추돌,46,3,105,25,76,4
경북,문경시,차대차,기타,83,1,138,38,91,9
경북,문경시,차량단독,전도전복,39,5,46,19,23,4
경북,문경시,차량단독,공작물충돌,5,1,6,5,1,0
경북,문경시,차량단독,도로이탈,3,1,13,10,3,0
경북,문경시,차량단독,기타,2,0,3,1,2,0
경북,문경시,철길건널목,기타,1,0,2,2,0,0
경북,상주시,차대사람,횡단중,40,2,38,25,12,1
경북,상주시,차대사람,차도통행중,10,0,11,4,7,0
경북,상주시,차대사람,길가장자리구역통행중,10,0,10,8,2,0
경북,상주시,차대사람,보도통행중,2,0,2,1,1,0
경북,상주시,차대사람,기타,16,0,16,6,9,1
경북,상주시,차대차,정면충돌,47,3,74,38,36,0
경북,상주시,차대차,측면충돌,263,9,392,146,243,3
경북,상주시,차대차,추돌,118,8,216,65,148,3
경북,상주시,차대차,기타,22,0,24,12,12,0
경북,상주시,차량단독,전도전복,25,1,28,14,13,1
경북,상주시,차량단독,공작물충돌,18,3,28,15,10,3
경북,상주시,차량단독,도로이탈,4,0,4,1,3,0
경북,상주시,차량단독,도로이탈,3,0,4,2,2,0
경북,상주시,차량단독,기타,7,0,7,5,2,0
경북,군위군,차대사람,횡단중,3,2,1,1,0,0
경북,군위군,차대사람,차도통행중,3,2,1,1,0,0
경북,군위군,차대사람,길가장자리구역통행중,4,2,2,2,0,0
경북,군위군,차대사람,기타,2,0,2,2,0,0
경북,군위군,차대차,정면충돌,16,2,19,9,8,2
